caseidx,i11,caseidX,regionX,districtX,pov_likelihood,motherTogether,noReligion,female,spouseTogether,ageMarried,needToCOVID,unableToCOVID,unableCall7days,unableTrans7days,ct1a0,ct1b0,ct2a0,ct2b0,totExp7days,threatenPartner,hitPartner,logk10,severe_distress,tiredCOVID,awareofCOVID0,trustgovtCOVIDNos0,m110,m120,m130,m140,bd10,bd20,bd30,female0,akan0,married0,ageYrs0,jhs0,hhsize0,selfEmploy0,informal0,incomegrp0,self_hseWork0,Trt
73313,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",73313,Northern,814,63.799999,0,0,0,1,20,1,0,1,0,30,3,0,0,112,1,1,2.8332133,0,1,1,2,3,1,4,4,,,,0,0,1,45,1,7,1,1,4,0,0
73403,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",73403,Northern,815,19.6,0,0,0,1,29,0,0,1,1,4,30,1,10,1,5,5,2.8903718,0,1,1,4,1,1,3,3,,,,0,0,1,38,1,5,1,1,2,0,2
73411,"Food insecurity[i.e., lack of consistent access to enough food going forward]",73411,Northern,815,19.6,0,0,0,1,30,1,0,1,0,4,10,0,0,69,1,1,2.3025851,0,1,1,4,1,1,5,5,,,,0,0,1,38,1,8,0,1,2,0,2
73412,"Food insecurity[i.e., lack of consistent access to enough food going forward]",73412,Northern,815,29,0,0,0,1,37,0,0,1,1,5,10,0,0,81,1,1,3.0910425,0,1,1,1,3,1,1,1,,,,0,0,1,,1,9,0,1,2,0,1
73413,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",73413,Northern,815,66.800003,0,0,1,1,20,1,1,0,0,8,11,0,0,180,1,1,2.6390574,0,0,1,3,1,1,3,1,,,,1,0,1,52,0,8,1,1,2,1,0
73505,"Food insecurity[i.e., lack of consistent access to enough food going forward]",73505,Northern,818,29,0,0,0,1,29,1,0,0,1,50,40,0,0,252,1,1,2.3025851,0,1,1,4,2,2,1,1,,,,0,0,1,63,1,5,1,1,4,0,0
73506,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",73506,Northern,818,29,0,0,0,1,23,0,0,1,1,30,20,0,0,102,1,1,2.7725887,0,0,1,1,3,4,1,1,,,,0,0,1,58,1,22,1,1,4,0,2
73603,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",73603,Northern,819,53.299999,1,0,0,1,25,1,1,0,0,15,11,0,0,189,2,1,2.8332133,0,0,1,3,1,1,3,1,,,,0,0,1,45,0,8,1,1,1,0,1
73607,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",73607,Northern,819,29,0,0,0,1,25,0,0,1,1,10,5,0,0,120,1,1,3.2188759,0,0,1,2,3,1,1,1,,,,0,0,1,65,0,17,1,1,1,0,1
73708,"Food insecurity[i.e., lack of consistent access to enough food going forward]",73708,Northern,819,19.6,0,0,0,0,22,1,0,1,0,10,20,0,0,151,1,1,2.7080503,0,1,1,4,3,1,5,5,,,,0,0,1,37,1,16,1,1,3,0,2
73802,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",73802,Northern,820,0,0,0,0,1,29,0,0,0,0,21,10,0,0,392,1,1,2.3025851,0,0,1,4,1,5,5,4,,,,0,1,1,64,1,4,0,0,5,0,0
73911,Other specify,73911,Northern,821,19.6,0,0,0,1,33,1,1,1,0,30,20,0,0,301,1,1,2.7080503,0,1,1,4,1,1,1,1,,,,0,0,1,37,1,8,0,0,3,0,0
74003,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",74003,Northern,823,7.1999998,0,0,0,1,17,0,0,0,1,0,0,0,0,235,1,1,2.6390574,0,0,1,3,1,5,3,3,,,,0,0,1,25,1,8,0,1,1,0,1
74014,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",74014,Northern,823,29,0,0,0,1,23,1,1,1,0,45,10,0,0,50,2,1,2.6390574,0,0,1,4,1,1,3,3,,,,0,0,1,52,1,9,0,1,2,0,1
74102,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",74102,Northern,823,66.800003,0,0,0,1,24,0,1,1,0,6,1,0,0,120,2,1,2.8332133,0,1,1,2,1,1,2,1,,,,0,0,1,30,1,8,0,1,2,0,0
74111,Other specify,74111,Northern,823,1.1,0,0,0,1,29,1,1,0,0,50,50,0,0,140,2,1,2.4849067,0,1,1,1,1,1,2,1,,,,0,0,1,42,1,5,0,0,3,0,1
74115,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",74115,Northern,823,19.6,0,0,0,1,25,1,1,1,1,15,15,0,0,190,1,1,3.5263605,1,1,1,3,3,1,1,1,,,,0,0,1,63,0,8,1,0,1,0,0
74213,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",74213,Northern,823,2.2,0,0,0,1,24,1,0,1,0,7,10,1,10,10,1,1,3.4339871,1,0,1,2,4,2,2,2,,,,0,0,1,35,0,5,1,1,1,0,2
74306,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",74306,Northern,823,1.1,0,0,0,1,30,1,1,0,0,12,11,0,0,230,1,1,2.6390574,0,1,1,3,1,1,4,2,,,,0,0,1,39,1,13,1,1,2,0,2
74310,Other specify,74310,Northern,823,29,0,0,0,1,24,1,0,0,1,30,10,0,0,101,1,1,2.5649493,0,0,1,4,2,1,5,5,,,,0,0,1,52,1,12,1,1,2,0,2
74410,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",74410,Northern,825,53.299999,0,0,0,1,23,1,1,1,0,14,1,0,0,45,1,1,2.9957323,0,1,1,3,1,3,2,1,,,,0,0,1,70,0,8,1,1,1,0,0
74411,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",74411,Northern,825,.30000001,0,0,0,1,27,0,0,0,0,20,15,0,0,200,1,1,3.2188759,0,0,1,4,1,5,3,1,,,,0,1,1,33,1,4,0,0,2,0,0
74413,"Food insecurity[i.e., lack of consistent access to enough food going forward]",74413,Northern,825,40.200001,0,0,0,1,29,1,0,1,1,11,10,1,5,21,1,1,2.4849067,0,1,1,4,4,1,1,1,,,,0,0,1,,1,6,1,1,2,0,2
74503,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",74503,Northern,801,63.799999,0,0,0,1,30,1,1,1,0,20,10,0,0,200,4,4,3.1780539,0,1,1,2,1,1,4,3,,,,1,0,1,45,0,9,1,1,1,1,1
74605,"Food insecurity[i.e., lack of consistent access to enough food going forward]",74605,Northern,801,11.7,0,0,0,0,28,1,0,1,1,30,25,0,0,231,1,1,2.4849067,0,1,1,4,3,1,4,5,,,,0,0,1,37,1,8,1,1,2,0,2
74612,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",74612,Northern,801,53.299999,0,0,0,1,23,1,1,1,1,21,12,1,2,48,1,1,3.0910425,0,1,1,1,1,3,3,1,,,,0,0,1,28,0,7,0,1,1,0,1
74703,Other specify,74703,Northern,801,53.299999,0,0,0,1,,1,1,1,0,11,30,0,0,72,1,1,2.7080503,0,1,1,4,4,1,5,4,,,,0,0,1,52,0,13,1,1,3,0,0
74706,Other specify,74706,Northern,801,40.200001,0,0,0,1,,0,0,1,1,8,10,0,0,52,1,1,2.8903718,0,0,0,1,1,2,1,1,,,,0,0,1,35,1,20,1,1,3,0,0
75301,"Food insecurity[i.e., lack of consistent access to enough food going forward]",75301,Northern,804,63.799999,0,0,0,1,20,0,0,0,1,20,10,0,0,401,1,1,2.6390574,0,1,1,4,3,1,1,1,,,,0,0,1,40,1,8,1,1,2,0,1
75311,Other specify,75311,Northern,804,19.6,0,0,0,1,24,1,0,0,1,4,5,0,0,90,1,1,2.8332133,0,1,1,4,1,1,3,3,,,,0,0,1,39,1,6,1,1,2,0,2
75410,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",75410,Northern,804,40.200001,0,0,0,1,20,1,1,1,0,35,12,0,0,118,2,2,2.8903718,0,0,1,4,1,1,2,1,,,,0,0,1,48,0,7,1,1,1,0,2
75508,"Food insecurity[i.e., lack of consistent access to enough food going forward]",75508,Northern,804,19.6,0,0,0,1,30,0,0,1,1,6,10,0,0,381,5,5,2.9957323,0,1,1,1,2,1,1,1,,,,0,0,1,30,1,3,1,1,3,0,1
75604,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",75604,Northern,805,63.799999,0,0,0,1,18,1,1,1,1,15,3,0,0,66,2,1,2.8332133,0,1,1,2,1,1,2,1,,,,0,0,1,45,0,8,1,1,1,0,2
75803,"Food insecurity[i.e., lack of consistent access to enough food going forward]",75803,Northern,805,66.800003,0,0,0,1,22,1,1,1,1,3,10,0,0,16,1,1,3.0910425,0,1,1,4,4,1,1,1,,,,0,0,0,35,1,4,1,1,2,1,2
75903,"Food insecurity[i.e., lack of consistent access to enough food going forward]",75903,Northern,805,29,0,0,0,1,23,1,1,0,0,35,10,0,0,150,1,1,2.9957323,0,1,1,1,1,1,4,1,,,,0,0,1,42,1,7,1,1,1,0,1
76102,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",76102,Northern,806,63.799999,0,0,0,1,,0,0,0,1,9,20,0,0,351,1,1,3.1354942,0,0,1,4,1,1,4,3,,,,0,0,1,55,0,8,1,1,2,0,1
76109,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",76109,Northern,806,66.800003,0,1,0,1,20,1,0,1,1,6,10,0,0,112,1,1,3.0910425,0,0,1,4,2,1,1,1,,,,0,0,1,47,1,12,1,1,3,0,0
76404,Other specify,76404,Northern,806,53.299999,1,0,0,1,38,1,0,1,1,10,10,0,0,82,5,5,2.9957323,0,0,1,4,1,4,5,5,,,,0,0,1,,1,16,1,1,3,0,0
76406,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",76406,Northern,806,63.799999,1,0,0,1,29,1,1,1,0,23,11,0,0,190,2,1,2.8903718,0,0,1,2,1,1,3,1,,,,0,0,1,38,1,12,1,1,2,0,1
76409,,76409,Northern,806,40.200001,1,0,0,1,20,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,1,,0,0,,,2
76411,Other specify,76411,Northern,806,53.299999,0,0,0,1,19,0,0,1,1,15,20,0,0,82,1,1,2.8332133,0,0,1,4,3,3,1,1,,,,0,0,1,44,1,5,1,1,4,0,0
76502,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",76502,Northern,807,53.299999,0,0,0,1,20,0,0,0,0,8,30,0,0,401,5,5,2.9957323,0,0,1,4,5,4,2,5,,,,0,0,1,32,1,6,1,1,2,0,0
76514,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",76514,Northern,807,53.299999,0,1,0,1,25,1,1,1,1,25,11,0,0,179,2,2,2.8332133,0,1,1,2,1,3,3,1,,,,0,0,1,48,1,9,1,1,1,0,0
76601,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",76601,Northern,807,53.299999,1,0,0,1,18,1,0,0,0,15,11,0,0,250,2,1,2.7080503,0,0,1,4,1,2,3,1,,,,0,0,1,52,1,10,1,1,2,0,1
76607,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",76607,Northern,807,53.299999,0,0,0,1,23,0,0,1,1,25,20,0,0,62,1,1,2.6390574,0,0,1,4,3,1,5,5,,,,0,0,1,60,1,9,1,1,3,0,1
76609,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",76609,Northern,807,66.800003,1,0,0,1,26,1,0,1,1,15,14,0,0,192,1,1,3.2188759,0,1,1,4,4,4,4,4,,,,0,0,1,45,1,15,1,1,2,0,2
76703,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",76703,Northern,807,63.799999,0,0,0,1,20,0,0,1,1,5,15,0,0,52,5,5,2.3978953,0,1,1,2,1,1,4,5,,,,0,0,1,45,0,9,1,1,2,0,2
76805,"Food insecurity[i.e., lack of consistent access to enough food going forward]",76805,Northern,808,11.7,0,0,0,1,27,0,0,1,0,20,5,0,0,42,1,1,2.3025851,0,1,1,1,1,1,4,4,,,,0,0,1,32,1,8,1,1,2,0,2
77008,"Food insecurity[i.e., lack of consistent access to enough food going forward]",77008,Northern,808,19.6,0,0,0,1,25,1,1,0,0,15,20,0,0,51,1,1,2.7725887,0,1,1,4,2,1,3,3,,,,0,0,1,58,1,10,0,0,2,0,0
77014,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",77014,Northern,808,19.6,0,0,0,1,20,1,0,0,1,40,20,4,20,329,1,1,2.3978953,0,0,1,4,1,1,3,3,,,,0,0,1,45,0,7,0,0,2,0,2
77204,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",77204,Northern,809,63.799999,0,0,0,1,,1,1,1,0,15,11,0,0,230,2,1,2.8332133,0,0,1,3,1,1,3,1,,,,0,0,1,60,1,13,1,1,2,0,0
77210,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",77210,Northern,809,40.200001,0,0,0,1,,1,1,1,0,21,5,0,0,210,1,1,2.5649493,0,0,1,4,1,2,3,1,,,,0,0,1,30,1,11,1,1,3,0,2
77303,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",77303,Northern,810,53.299999,0,0,0,1,,0,0,0,0,13,10,0,0,150,1,1,2.3978953,0,0,1,4,1,1,1,3,,,,0,0,1,30,1,30,1,1,3,0,1
77604,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",77604,Northern,811,40.200001,0,0,0,1,18,0,1,1,0,7,4,0,0,143,2,1,2.8332133,0,0,1,2,1,1,3,1,,,,0,0,1,48,0,10,1,1,1,0,0
77605,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",77605,Northern,811,.30000001,0,0,0,1,21,1,0,1,1,20,80,5,50,550,1,1,2.7725887,0,0,1,3,1,5,4,4,,,,0,0,1,39,1,4,0,0,4,0,2
78003,Other specify,78003,Northern,813,40.200001,0,0,0,1,20,1,0,1,0,8,15,0,0,22,1,1,2.3025851,0,0,1,4,1,1,3,3,,,,0,0,1,40,1,24,1,1,2,0,1
78009,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",78009,Northern,813,63.799999,0,0,0,1,,1,1,1,0,28,11,0,0,105,1,1,2.6390574,0,0,1,4,1,1,3,1,,,,0,0,1,42,0,10,1,1,2,0,2
78102,"Food insecurity[i.e., lack of consistent access to enough food going forward]",78102,Northern,813,40.200001,0,0,0,1,25,0,0,1,0,50,30,0,0,51,5,5,3.8286414,1,0,1,2,5,5,5,5,,,,0,0,1,25,1,5,1,1,2,0,1
78501,"Food insecurity[i.e., lack of consistent access to enough food going forward]",78501,Northern,815,40.200001,0,0,0,1,24,1,0,1,1,20,7,0,0,80,1,1,3.2958369,0,1,1,4,4,3,3,5,,,,0,0,1,31,1,6,1,1,2,0,2
78513,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",78513,Northern,815,40.200001,0,0,0,1,18,0,0,0,1,60,50,0,0,32,5,5,2.3025851,0,0,1,4,1,1,1,1,,,,0,0,1,86,1,22,1,1,3,0,0
78514,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",78514,Northern,815,19.6,1,0,0,1,25,1,0,1,1,8,20,0,0,201,1,1,2.3025851,0,1,1,3,1,1,1,1,,,,0,0,1,48,1,13,0,0,3,0,1
78810,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",78810,Northern,816,63.799999,0,0,0,1,29,1,1,1,1,70,21,3,8,128,1,1,3.0910425,0,0,1,3,1,1,1,1,,,,0,0,1,37,1,11,1,1,1,0,2
78904,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",78904,Northern,816,63.799999,0,0,0,1,26,0,0,0,0,12,10,0,0,32,5,1,2.8903718,0,0,1,4,4,1,4,4,,,,0,0,1,65,1,15,1,1,2,0,0
78913,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",78913,Northern,816,66.800003,1,0,0,1,26,0,0,1,1,10,5,0,0,15,3,1,2.8903718,0,0,1,4,1,1,1,1,,,,0,0,1,39,1,7,1,1,1,0,1
79106,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",79106,Northern,817,40.200001,0,0,0,1,44,1,1,0,0,70,15,0,0,250,1,1,2.7725887,0,0,1,4,1,1,1,1,,,,0,0,1,35,1,5,1,1,2,0,1
79112,"Food insecurity[i.e., lack of consistent access to enough food going forward]",79112,Northern,817,63.799999,0,0,0,1,,1,1,1,0,14,3,0,0,54,2,1,2.7080503,0,0,1,2,1,1,3,1,,,,0,0,1,50,1,9,1,1,1,0,0
79114,"Food insecurity[i.e., lack of consistent access to enough food going forward]",79114,Northern,817,63.799999,0,0,0,1,27,1,0,1,1,20,30,2,10,561,1,1,2.9444389,0,1,1,4,4,1,1,1,,,,0,0,1,33,1,6,1,1,2,0,2
79810,Other specify,79810,Northern,819,53.299999,0,0,0,1,,0,0,0,1,10,10,0,0,62,1,1,2.5649493,0,1,1,4,2,2,1,3,,,,0,0,1,70,1,28,1,1,3,0,0
79814,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",79814,Northern,819,53.299999,1,0,0,1,20,1,0,1,0,16,2,0,0,82,1,1,2.6390574,0,1,1,4,1,1,1,4,,,,0,0,1,49,1,15,1,1,2,0,0
79912,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",79912,Northern,820,19.6,0,0,0,1,20,1,1,1,0,30,3,0,0,95,1,1,2.5649493,0,0,1,4,1,1,3,1,,,,0,0,1,35,1,16,1,1,2,0,1
80309,"Food insecurity[i.e., lack of consistent access to enough food going forward]",80309,Northern,822,40.200001,0,0,0,1,23,1,1,1,0,15,2,0,0,142,2,1,2.8903718,0,1,1,2,1,1,3,1,,,,0,0,1,36,1,5,1,1,1,0,2
80507,,80507,Northern,823,2.2,0,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,1,,0,0,,,2
80605,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",80605,Northern,823,1.1,0,0,0,1,27,0,0,0,0,70,60,0,0,415,1,1,2.5649493,0,0,1,4,5,5,5,5,,,,0,1,1,45,1,6,0,0,5,0,0
81109,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",81109,Northern,825,29,0,0,0,1,24,1,1,1,0,30,11,0,0,135,2,1,2.4849067,0,0,1,2,1,1,3,1,,,,0,0,1,40,1,12,1,1,2,0,1
81113,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",81113,Northern,825,53.299999,1,0,0,1,29,0,0,1,1,20,11,3,6,95,1,1,2.8332133,0,0,1,2,1,1,1,1,,,,0,0,1,75,1,16,1,1,1,0,1
81211,Other specify,81211,Northern,826,53.299999,0,0,0,1,19,1,0,1,1,12,20,0,0,8,1,1,2.9444389,0,0,1,4,2,1,5,5,,,,0,0,1,30,1,14,1,1,2,0,0
81301,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",81301,Upper East,902,19.6,1,0,0,1,32,1,1,1,0,28,5,1,2,110,1,1,2.7080503,0,1,1,4,1,1,4,1,,,,0,0,1,38,1,5,1,1,2,0,0
81411,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",81411,Upper East,903,0,0,0,0,1,36,1,1,0,0,99,20,0,0,470,1,1,3.1780539,0,1,1,2,2,3,2,2,,,,0,0,1,65,1,3,0,0,4,0,1
81414,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",81414,Upper East,903,40.200001,0,0,0,1,28,1,1,1,1,5,5,0,0,100,1,1,2.4849067,0,1,1,2,2,1,1,1,,,,0,0,1,51,1,6,1,1,2,0,0
81505,"Food insecurity[i.e., lack of consistent access to enough food going forward]",81505,Upper East,903,29,0,0,0,1,30,1,0,0,0,2,10,0,0,173,1,1,2.4849067,0,0,1,3,1,1,1,1,,,,0,0,1,56,1,7,1,1,3,0,0
81506,"Food insecurity[i.e., lack of consistent access to enough food going forward]",81506,Upper East,903,29,0,0,0,1,24,0,1,1,1,0,0,0,0,0,1,1,3.2958369,0,1,1,2,3,3,4,1,,,,1,0,0,77,0,2,0,1,1,1,0
81610,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",81610,Upper East,903,7.1999998,0,0,0,1,29,0,1,1,1,2,5,0,0,135,1,1,2.7080503,0,1,1,2,1,2,2,2,,,,0,0,1,46,1,5,1,1,2,1,2
81714,"Food insecurity[i.e., lack of consistent access to enough food going forward]",81714,Upper East,904,7.1999998,0,0,0,1,,1,0,1,0,0,0,0,0,180,1,1,2.6390574,0,1,1,3,1,1,1,1,,,,0,1,1,50,1,4,1,1,3,0,1
81715,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",81715,Upper East,904,7.1999998,0,0,0,1,27,1,0,0,0,0,0,0,0,170,1,1,2.3025851,0,1,1,4,1,1,1,1,,,,0,1,1,51,1,6,0,1,3,0,2
81914,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",81914,Upper East,904,11.7,0,1,0,1,20,1,0,0,0,6,5,0,0,107,2,1,2.5649493,0,1,1,3,1,2,3,4,,,,0,0,1,64,0,14,1,1,2,0,2
81915,"Food insecurity[i.e., lack of consistent access to enough food going forward]",81915,Upper East,904,2.2,0,0,0,1,33,1,0,1,1,13,30,2,20,102,1,1,2.8332133,0,0,1,4,1,1,5,4,,,,0,0,1,55,1,8,1,1,3,0,1
82001,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",82001,Upper East,904,2.2,0,0,0,1,35,1,1,1,0,99,30,0,0,605,1,1,2.6390574,0,0,1,4,1,4,3,2,,,,0,1,1,57,1,7,0,0,1,0,1
82004,Other specify,82004,Upper East,904,.30000001,0,0,0,1,29,0,0,0,0,20,30,3,35,250,1,1,2.7725887,0,0,1,4,3,5,4,2,,,,0,1,1,35,1,5,0,1,1,0,0
82104,"Food insecurity[i.e., lack of consistent access to enough food going forward]",82104,Upper East,904,11.7,0,0,0,1,31,1,1,1,1,15,50,0,0,0,1,1,3.3322046,0,1,1,4,3,4,5,1,,,,0,0,1,65,1,7,0,0,2,0,2
82208,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",82208,Upper East,904,19.6,0,0,0,1,30,1,1,1,1,2,1,0,0,0,1,1,3.5553482,1,1,1,1,2,1,1,1,,,,0,0,1,65,0,2,0,1,1,0,0
82209,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",82209,Upper East,904,29,0,0,0,1,20,1,0,0,0,10,10,2,10,236,1,1,2.5649493,0,1,1,3,1,2,2,5,,,,0,0,1,9,1,58,0,0,3,0,1
82307,"Food insecurity[i.e., lack of consistent access to enough food going forward]",82307,Upper East,904,.30000001,0,0,0,1,29,1,0,1,0,5,3,0,0,590,1,1,2.4849067,0,0,1,4,1,2,3,3,,,,0,0,1,59,1,5,0,0,3,0,0
82313,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",82313,Upper East,904,11.7,0,0,0,1,28,1,0,1,1,40,11,3,6,110,2,1,2.9444389,0,0,1,4,1,1,3,1,,,,0,0,1,56,0,12,1,1,2,0,1
82315,"Food insecurity[i.e., lack of consistent access to enough food going forward]",82315,Upper East,904,7.1999998,0,0,0,1,25,0,1,1,0,5,15,0,0,152,1,1,2.3978953,0,1,1,3,1,2,1,1,,,,0,0,1,50,1,5,1,1,2,0,0
82401,"Water insecurity[i.e., indequate water sources and inability to pay water bills going forward]",82401,Upper East,905,19.6,0,1,0,1,30,1,0,1,0,5,30,0,5,101,1,1,2.5649493,0,1,1,2,1,1,1,1,,,,0,0,1,47,0,7,1,1,2,0,2
82410,Other specify,82410,Upper East,905,11.7,0,1,0,1,21,0,0,0,0,6,20,5,10,170,1,1,2.3978953,0,0,1,2,1,1,1,1,,,,0,0,1,52,0,4,1,1,2,0,2
82415,"Food insecurity[i.e., lack of consistent access to enough food going forward]",82415,Upper East,905,29,0,1,0,1,,1,1,1,1,0,0,2,2,0,1,1,3.3672957,0,0,1,3,3,2,3,2,,,,0,0,1,45,1,3,1,1,1,0,1
82507,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",82507,Upper East,907,11.7,0,0,0,1,18,1,0,0,0,25,20,0,0,600,1,1,2.7080503,0,1,1,4,1,4,4,4,,,,0,0,1,49,1,8,1,1,1,0,0
82615,"Food insecurity[i.e., lack of consistent access to enough food going forward]",82615,Upper East,908,40.200001,0,0,0,1,21,0,0,1,0,4,20,0,0,137,1,1,2.4849067,0,0,1,2,1,1,1,1,,,,0,0,1,52,0,6,1,1,2,0,0
82701,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",82701,Upper East,909,4.3000002,0,0,0,1,30,1,0,0,0,15,5,0,0,565,1,1,2.6390574,0,0,1,4,1,3,4,3,,,,0,0,1,57,1,12,1,1,2,0,0
82707,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",82707,Upper East,909,40.200001,0,0,0,1,25,1,0,0,0,3,10,0,0,125,1,1,2.5649493,0,1,1,1,1,1,1,1,,,,0,0,1,54,0,6,1,1,1,0,1
82714,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",82714,Upper East,909,11.7,0,0,0,1,22,1,0,0,0,0,0,0,0,108,1,1,2.3025851,0,1,1,3,1,1,1,1,,,,0,0,1,59,1,11,0,0,4,0,0
82803,"Energy insecurity[i.e., indequate energy sources and inability to pay electricity/energy bills going forward]",82803,Upper East,909,40.200001,0,0,0,1,25,0,0,0,0,0,0,0,0,155,1,1,2.3025851,0,1,1,2,1,1,1,1,,,,0,0,1,43,0,4,1,1,3,0,1
82807,Other specify,82807,Upper East,909,40.200001,0,0,0,1,23,1,0,0,0,10,20,5,0,150,1,1,2.3025851,0,0,1,2,1,1,1,1,,,,0,0,1,56,1,6,1,1,3,0,0
82812,"Safety[i.e., being attacked by others(e.g. criminals, thieves, robbers, etc) due to COVID19 hardship]",82812,Upper East,909,11.7,0,0,1,1,20,1,1,1,0,5,10,0,0,140,1,1,3.2188759,0,1,1,3,2,2,1,1,,,,1,0,1,42,1,5,1,1,1,1,2
82908,"Umeployment and poor income sources[i.e., inability to find work when actively searching or shortfalls in income because of inability to go to work or do local business]",82908,Upper East,909,4.3000002,1,0,0,1,18,1,1,1,1,21,1,0,0,340,1,1,2.7080503,0,1,1,4,1,3,2,1,,,,0,0,1,60,1,10,1,1,1,0,2
82910,Other specify,82910,Upper East,909,19.6,0,0,1,0,19,0,0,0,0,0,0,0,0,125,1,1,2.3025851,0,0,1,3,1,1,1,1,,,,0,0,1,50,0,5,1,1,2,0,1
83103,"Health[i.e., being infected with COVID19 to affect you physically, mentally and socially]",83103,Upper East,913,66.800003,0,0,0,1,24,0,0,0,0,0,0,0,0,130,1,1,2.3025851,0,0,1,1,1,1,1,1,,,,0,0,1,47,1,5,1,1,2,0,0
